Name,Path,Data Type,Logical Address,Comment,Hmi Visible,Hmi Accessible,Hmi Writeable,Typeobject ID,Version ID
DR4_Temp_9,DR4_I/O,Int,%IW100,,True,True,True,,
DR4_Temp_10,DR4_I/O,Int,%IW102,,True,True,True,,
DR4_Temp_11,DR4_I/O,Int,%IW104,,True,True,True,,
DR4_Temp_12,DR4_I/O,Int,%IW106,,True,True,True,,
DR4_Temp_13,DR4_I/O,Int,%IW108,,True,True,True,,
DR4_Temp_14,DR4_I/O,Int,%IW110,,True,True,True,,
DR4_Temp_15,DR4_I/O,Int,%IW112,,True,True,True,,
DR4_Temp_16,DR4_I/O,Int,%IW114,,True,True,True,,
0-1,DR4_I/O,Int,%QW0,,True,True,True,,
2-3,DR4_I/O,Int,%QW2,,True,True,True,,
4-5,DR3_I/O,Int,%QW4,,True,True,True,,
6-7,DR3_I/O,Int,%QW6,,True,True,True,,
DR3_Temp_1,DR3_I/O,Int,%IW116,,True,True,True,,
DR3_Temp_2,DR3_I/O,Int,%IW118,,True,True,True,,
DR3_Temp_3,DR3_I/O,Int,%IW120,,True,True,True,,
DR3_Temp_4,DR3_I/O,Int,%IW122,,True,True,True,,
DR3_Temp_5,DR3_I/O,Int,%IW124,,True,True,True,,
DR3_Temp_6,DR3_I/O,Int,%IW126,,True,True,True,,
DR3_Temp_7,DR3_I/O,Int,%IW128,,True,True,True,,
DR3_Temp_8,DR3_I/O,Int,%IW130,,True,True,True,,
DR3_Temp_9,DR3_I/O,Int,%IW132,,True,True,True,,
DR3_Temp_10,DR3_I/O,Int,%IW134,,True,True,True,,
DR3_Temp_11,DR3_I/O,Int,%IW136,,True,True,True,,
DR3_Temp_12,DR3_I/O,Int,%IW138,,True,True,True,,
DR3_Temp_13,DR3_I/O,Int,%IW140,,True,True,True,,
DR3_Temp_14,DR3_I/O,Int,%IW142,,True,True,True,,
DR3_Temp_15,DR3_I/O,Int,%IW144,,True,True,True,,
DR3_Temp_16,DR3_I/O,Int,%IW146,,True,True,True,,
8-9,DR2_I/O,Int,%QW8,,True,True,True,,
10-11,DR2_I/O,Int,%QW10,,True,True,True,,
DR2_Temp_1,DR2_I/O,Int,%IW148,,True,True,True,,
DR2_Temp_2,DR2_I/O,Int,%IW150,,True,True,True,,
DR2_Temp_3,DR2_I/O,Int,%IW152,,True,True,True,,
DR2_Temp_4,DR2_I/O,Int,%IW154,,True,True,True,,
DR2_Temp_5,DR2_I/O,Int,%IW156,,True,True,True,,
DR2_Temp_6,DR2_I/O,Int,%IW158,,True,True,True,,
DR2_Temp_7,DR2_I/O,Int,%IW160,,True,True,True,,
DR2_Temp_8,DR2_I/O,Int,%IW162,,True,True,True,,
DR2_Temp_9,DR2_I/O,Int,%IW164,,True,True,True,,
DR2_Temp_10,DR2_I/O,Int,%IW166,,True,True,True,,
DR2_Temp_11,DR2_I/O,Int,%IW168,,True,True,True,,
DR2_Temp_12,DR2_I/O,Int,%IW170,,True,True,True,,
DR2_Temp_13,DR2_I/O,Int,%IW172,,True,True,True,,
DR2_Temp_14,DR2_I/O,Int,%IW174,,True,True,True,,
DR2_Temp_15,DR2_I/O,Int,%IW176,,True,True,True,,
DR2_Temp_16,DR2_I/O,Int,%IW178,,True,True,True,,
12-13,DR1_I/O,Int,%QW12,,True,True,True,,
14-15,DR1_I/O,Int,%QW14,,True,True,True,,
DR1_Temp_1,DR1_I/O,Int,%IW180,,True,True,True,,
DR1_Temp_2,DR1_I/O,Int,%IW182,,True,True,True,,
DR1_Temp_3,DR1_I/O,Int,%IW184,,True,True,True,,
DR1_Temp_4,DR1_I/O,Int,%IW186,,True,True,True,,
DR1_Temp_5,DR1_I/O,Int,%IW188,,True,True,True,,
DR1_Temp_6,DR1_I/O,Int,%IW190,,True,True,True,,
DR1_Temp_7,DR1_I/O,Int,%IW192,,True,True,True,,
DR1_Temp_8,DR1_I/O,Int,%IW194,,True,True,True,,
DR1_Temp_9,DR1_I/O,Int,%IW196,,True,True,True,,
DR1_Temp_10,DR1_I/O,Int,%IW198,,True,True,True,,
DR1_Temp_11,DR1_I/O,Int,%IW200,,True,True,True,,
DR1_Temp_12,DR1_I/O,Int,%IW202,,True,True,True,,
DR1_Temp_13,DR1_I/O,Int,%IW204,,True,True,True,,
DR1_Temp_14,DR1_I/O,Int,%IW206,,True,True,True,,
DR1_Temp_15,DR1_I/O,Int,%IW208,,True,True,True,,
DR1_Temp_16,DR1_I/O,Int,%IW210,,True,True,True,,
